TradeID,EntryTime,OptionType,Delta,ShortStrike,LongStrike,Width,Premium,ProfitTarget,ProfitDateTime,ProfitPrice,StopLossDateTime,StopLossTarget,StopLossPrice,IsWin,Outcome,ProfitLoss,ProfitLossAfterSlippage,CommissionFees,Slippage,LossMultiple,TradesToday,VIX,OpenDate,OpenTime,CloseDate,CloseTime
1345422,1/7/2022 9:45:00 AM,P,0.00,4665.00,4610.00,55.00,2.50,P100,,,1/7/2022 10:40:00 AM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,26,19.79,2022-01-07,09:45:00,2022-01-07,10:40:00
1345970,1/7/2022 10:00:00 AM,P,0.00,4665.00,4610.00,55.00,2.25,P100,,,1/7/2022 10:38:00 AM,1.5x,5.62,False,Stop Loss,-3.37,-3.62,6.4,0.25,1.6,0,19.79,2022-01-07,10:00:00,2022-01-07,10:38:00
1346318,1/7/2022 10:15:00 AM,C,0.00,4720.00,4775.00,55.00,2.05,P100,,,,1.5x,,True,Expiration,2.05,2.00,3.2,0.05,0,0,19.79,2022-01-07,10:15:00,,
1346870,1/7/2022 10:30:00 AM,C,0.00,4710.00,4760.00,50.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,19.79,2022-01-07,10:30:00,,
1347414,1/7/2022 10:45:00 AM,C,0.00,4705.00,4760.00,55.00,2.05,P100,,,,1.5x,,True,Expiration,2.05,2.00,3.2,0.05,0,0,19.79,2022-01-07,10:45:00,,
1348002,1/7/2022 11:00:00 AM,C,0.00,4695.00,4745.00,50.00,2.50,P100,,,1/7/2022 11:49:00 AM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,19.79,2022-01-07,11:00:00,2022-01-07,11:49:00
1348586,1/7/2022 11:15:00 AM,C,0.00,4695.00,4750.00,55.00,2.40,P100,,,1/7/2022 11:49:00 AM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,0,19.79,2022-01-07,11:15:00,2022-01-07,11:49:00
1349246,1/7/2022 11:30:00 AM,P,0.00,4650.00,4600.00,50.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,19.79,2022-01-07,11:30:00,,
1349686,1/7/2022 11:45:00 AM,P,0.00,4655.00,4600.00,55.00,2.30,P100,,,,1.5x,,True,Expiration,2.30,2.25,3.2,0.05,0,0,19.79,2022-01-07,11:45:00,,
1350106,1/7/2022 12:00:00 PM,P,0.00,4670.00,4615.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,19.79,2022-01-07,12:00:00,,
1350542,1/7/2022 12:15:00 PM,P,0.00,4670.00,4615.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,19.79,2022-01-07,12:15:00,,
1350826,1/7/2022 12:30:00 PM,C,0.00,4705.00,4755.00,50.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,19.79,2022-01-07,12:30:00,,
1351258,1/7/2022 12:45:00 PM,C,0.00,4700.00,4755.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,19.79,2022-01-07,12:45:00,,
1351762,1/7/2022 1:00:00 PM,P,0.00,4670.00,4620.00,50.00,2.30,P100,,,,1.5x,,True,Expiration,2.30,2.25,3.2,0.05,0,0,19.79,2022-01-07,13:00:00,,
1352130,1/7/2022 1:15:00 PM,P,0.00,4675.00,4620.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,19.79,2022-01-07,13:15:00,,
1352390,1/7/2022 1:30:00 PM,C,0.00,4700.00,4755.00,55.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,19.79,2022-01-07,13:30:00,,
1352754,1/7/2022 1:45:00 PM,C,0.00,4700.00,4755.00,55.00,2.35,P100,,,,1.5x,,True,Expiration,2.35,2.30,3.2,0.05,0,0,19.79,2022-01-07,13:45:00,,
1353074,1/7/2022 2:00:00 PM,C,0.00,4700.00,4745.00,45.00,1.75,P100,,,,1.5x,,True,Expiration,1.75,1.70,3.2,0.05,0,0,19.79,2022-01-07,14:00:00,,
1353414,1/7/2022 2:15:00 PM,C,0.00,4700.00,4745.00,45.00,1.50,P100,,,,1.5x,,True,Expiration,1.50,1.45,3.2,0.05,0,0,19.79,2022-01-07,14:15:00,,
1353734,1/7/2022 2:30:00 PM,C,0.00,4695.00,4740.00,45.00,1.70,P100,,,1/7/2022 2:48:00 PM,1.5x,4.25,False,Stop Loss,-2.55,-2.80,6.4,0.25,1.6,0,19.79,2022-01-07,14:30:00,2022-01-07,14:48:00
1354142,1/7/2022 2:45:00 PM,P,0.00,4675.00,4625.00,50.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,19.79,2022-01-07,14:45:00,,
1354430,1/7/2022 3:00:00 PM,P,0.00,4680.00,4625.00,55.00,2.05,P100,,,,1.5x,,False,Expiration (ITM),-0.93,-1.18,6.4,0.25,0.6,0,19.79,2022-01-07,15:00:00,,
1354586,1/7/2022 3:15:00 PM,C,0.00,4695.00,4740.00,45.00,2.00,P100,,,,1.5x,,True,Expiration,2.00,1.95,3.2,0.05,0,0,19.79,2022-01-07,15:15:00,,
1354790,1/7/2022 3:30:00 PM,C,0.00,4695.00,4740.00,45.00,1.10,P100,,,,1.5x,,True,Expiration,1.10,1.05,3.2,0.05,0,0,19.79,2022-01-07,15:30:00,,
1355006,1/7/2022 3:45:00 PM,C,0.00,4690.00,4735.00,45.00,1.15,P100,,,,1.5x,,True,Expiration,1.15,1.10,3.2,0.05,0,0,19.79,2022-01-07,15:45:00,,
1355986,1/10/2022 9:45:00 AM,C,0.00,4665.00,4720.00,55.00,2.35,P100,,,,1.5x,,False,Expiration (ITM),-2.94,-3.19,6.4,0.25,1.4,25,21.07,2022-01-10,09:45:00,,
1356570,1/10/2022 10:00:00 AM,C,0.00,4650.00,4700.00,50.00,2.40,P100,,,1/10/2022 2:07:00 PM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,0,21.07,2022-01-10,10:00:00,2022-01-10,14:07:00
1357182,1/10/2022 10:15:00 AM,C,0.00,4635.00,4690.00,55.00,2.35,P100,,,1/10/2022 1:47:00 PM,1.5x,5.87,False,Stop Loss,-3.52,-3.77,6.4,0.25,1.6,0,21.07,2022-01-10,10:15:00,2022-01-10,13:47:00
1357818,1/10/2022 10:30:00 AM,C,0.00,4640.00,4690.00,50.00,2.05,P100,,,1/10/2022 1:50:00 PM,1.5x,5.12,False,Stop Loss,-3.07,-3.32,6.4,0.25,1.6,0,21.07,2022-01-10,10:30:00,2022-01-10,13:50:00
1358438,1/10/2022 10:45:00 AM,C,0.00,4630.00,4685.00,55.00,2.30,P100,,,1/10/2022 11:28:00 AM,1.5x,5.75,False,Stop Loss,-3.45,-3.70,6.4,0.25,1.6,0,21.07,2022-01-10,10:45:00,2022-01-10,11:28:00
1359066,1/10/2022 11:00:00 AM,C,0.00,4630.00,4685.00,55.00,2.30,P100,,,1/10/2022 11:28:00 AM,1.5x,5.75,False,Stop Loss,-3.45,-3.70,6.4,0.25,1.6,0,21.07,2022-01-10,11:00:00,2022-01-10,11:28:00
1359798,1/10/2022 11:15:00 AM,P,0.00,4570.00,4515.00,55.00,2.25,P100,,,,1.5x,,True,Expiration,2.25,2.20,3.2,0.05,0,25,21.07,2022-01-10,11:15:00,,
1360278,1/10/2022 11:30:00 AM,P,0.00,4585.00,4540.00,45.00,2.50,P100,,,1/10/2022 12:09:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,21.07,2022-01-10,11:30:00,2022-01-10,12:09:00
1360638,1/10/2022 11:45:00 AM,C,0.00,4635.00,4690.00,55.00,2.05,P100,,,1/10/2022 1:43:00 PM,1.5x,5.12,False,Stop Loss,-3.07,-3.32,6.4,0.25,1.6,0,21.07,2022-01-10,11:45:00,2022-01-10,13:43:00
1361330,1/10/2022 12:00:00 PM,P,0.00,4580.00,4525.00,55.00,2.25,P100,,,,1.5x,,True,Expiration,2.25,2.20,3.2,0.05,0,0,21.07,2022-01-10,12:00:00,,
1361638,1/10/2022 12:15:00 PM,C,0.00,4630.00,4685.00,55.00,2.00,P100,,,1/10/2022 1:23:00 PM,1.5x,5.00,False,Stop Loss,-3.00,-3.25,6.4,0.25,1.6,0,21.07,2022-01-10,12:15:00,2022-01-10,13:23:00
1362122,1/10/2022 12:30:00 PM,C,0.00,4625.00,4680.00,55.00,2.10,P100,,,1/10/2022 12:53:00 PM,1.5x,5.25,False,Stop Loss,-3.15,-3.40,6.4,0.25,1.6,0,21.07,2022-01-10,12:30:00,2022-01-10,12:53:00
1362734,1/10/2022 12:45:00 PM,P,0.00,4570.00,4515.00,55.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,21.07,2022-01-10,12:45:00,,
1363166,1/10/2022 1:00:00 PM,P,0.00,4580.00,4535.00,45.00,1.90,P100,,,,1.5x,,True,Expiration,1.90,1.85,3.2,0.05,0,0,21.07,2022-01-10,13:00:00,,
1363582,1/10/2022 1:15:00 PM,P,0.00,4590.00,4535.00,55.00,2.10,P100,,,,1.5x,,True,Expiration,2.10,2.05,3.2,0.05,0,0,21.07,2022-01-10,13:15:00,,
1364006,1/10/2022 1:30:00 PM,P,0.00,4595.00,4545.00,50.00,1.90,P100,,,,1.5x,,True,Expiration,1.90,1.85,3.2,0.05,0,0,21.07,2022-01-10,13:30:00,,
1364386,1/10/2022 1:45:00 PM,P,0.00,4605.00,4550.00,55.00,2.05,P100,,,,1.5x,,True,Expiration,2.05,2.00,3.2,0.05,0,0,21.07,2022-01-10,13:45:00,,
1364746,1/10/2022 2:00:00 PM,P,0.00,4615.00,4565.00,50.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,21.07,2022-01-10,14:00:00,,
1365142,1/10/2022 2:15:00 PM,P,0.00,4620.00,4565.00,55.00,2.05,P100,,,,1.5x,,True,Expiration,2.05,2.00,3.2,0.05,0,0,21.07,2022-01-10,14:15:00,,
1365490,1/10/2022 2:30:00 PM,P,0.00,4630.00,4575.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,21.07,2022-01-10,14:30:00,,
1365818,1/10/2022 2:45:00 PM,P,0.00,4630.00,4575.00,55.00,2.45,P100,,,1/10/2022 3:08:00 PM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,21.07,2022-01-10,14:45:00,2022-01-10,15:08:00
1366046,1/10/2022 3:00:00 PM,C,0.00,4660.00,4705.00,45.00,2.30,P100,,,1/10/2022 3:55:00 PM,1.5x,5.75,False,Stop Loss,-3.45,-3.70,6.4,0.25,1.6,0,21.07,2022-01-10,15:00:00,2022-01-10,15:55:00
1366354,1/10/2022 3:15:00 PM,C,0.00,4650.00,4695.00,45.00,2.05,P100,,,1/10/2022 3:35:00 PM,1.5x,5.12,False,Stop Loss,-3.07,-3.32,6.4,0.25,1.6,0,21.07,2022-01-10,15:15:00,2022-01-10,15:35:00
1366770,1/10/2022 3:30:00 PM,P,0.00,4630.00,4585.00,45.00,2.00,P100,,,,1.5x,,True,Expiration,2.00,1.95,3.2,0.05,0,0,21.07,2022-01-10,15:30:00,,
1366986,1/10/2022 3:45:00 PM,P,0.00,4640.00,4595.00,45.00,2.25,P100,,,,1.5x,,True,Expiration,2.25,2.20,3.2,0.05,0,0,21.07,2022-01-10,15:45:00,,
1367434,1/12/2022 9:33:00 AM,P,0.00,4700.00,4645.00,55.00,2.40,P100,,,1/12/2022 10:44:00 AM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,26,17.7,2022-01-12,09:33:00,2022-01-12,10:44:00
1368118,1/12/2022 9:45:00 AM,P,0.00,4685.00,4630.00,55.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,17.7,2022-01-12,09:45:00,,
1368738,1/12/2022 10:00:00 AM,P,0.00,4705.00,4650.00,55.00,2.45,P100,,,1/12/2022 10:41:00 AM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,17.7,2022-01-12,10:00:00,2022-01-12,10:41:00
1369274,1/12/2022 10:15:00 AM,P,0.00,4715.00,4660.00,55.00,2.40,P100,,,1/12/2022 10:39:00 AM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,0,17.7,2022-01-12,10:15:00,2022-01-12,10:39:00
1369818,1/12/2022 10:30:00 AM,P,0.00,4710.00,4665.00,45.00,2.45,P100,,,1/12/2022 10:41:00 AM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,17.7,2022-01-12,10:30:00,2022-01-12,10:41:00
1370234,1/12/2022 10:45:00 AM,C,0.00,4755.00,4805.00,50.00,2.10,P100,,,,1.5x,,True,Expiration,2.10,2.05,3.2,0.05,0,26,17.7,2022-01-12,10:45:00,,
1370854,1/12/2022 11:00:00 AM,C,0.00,4755.00,4805.00,50.00,2.30,P100,,,,1.5x,,True,Expiration,2.30,2.25,3.2,0.05,0,0,17.7,2022-01-12,11:00:00,,
1371434,1/12/2022 11:15:00 AM,C,0.00,4745.00,4800.00,55.00,2.30,P100,,,,1.5x,,True,Expiration,2.30,2.25,3.2,0.05,0,0,17.7,2022-01-12,11:15:00,,
1372194,1/12/2022 11:30:00 AM,P,0.00,4685.00,4630.00,55.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,17.7,2022-01-12,11:30:00,,
1372658,1/12/2022 11:45:00 AM,P,0.00,4695.00,4645.00,50.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,17.7,2022-01-12,11:45:00,,
1373166,1/12/2022 12:00:00 PM,P,0.00,4695.00,4640.00,55.00,2.25,P100,,,,1.5x,,True,Expiration,2.25,2.20,3.2,0.05,0,0,17.7,2022-01-12,12:00:00,,
1373494,1/12/2022 12:15:00 PM,C,0.00,4745.00,4795.00,50.00,2.10,P100,,,,1.5x,,True,Expiration,2.10,2.05,3.2,0.05,0,0,17.7,2022-01-12,12:15:00,,
1374118,1/12/2022 12:30:00 PM,P,0.00,4700.00,4650.00,50.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,17.7,2022-01-12,12:30:00,,
1374558,1/12/2022 12:45:00 PM,P,0.00,4705.00,4650.00,55.00,2.25,P100,,,,1.5x,,True,Expiration,2.25,2.20,3.2,0.05,0,0,17.7,2022-01-12,12:45:00,,
1374958,1/12/2022 1:00:00 PM,P,0.00,4715.00,4660.00,55.00,2.50,P100,,,1/12/2022 1:52:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,17.7,2022-01-12,13:00:00,2022-01-12,13:52:00
1375246,1/12/2022 1:15:00 PM,C,0.00,4745.00,4800.00,55.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,17.7,2022-01-12,13:15:00,,
1375630,1/12/2022 1:30:00 PM,C,0.00,4745.00,4790.00,45.00,1.65,P100,,,,1.5x,,True,Expiration,1.65,1.60,3.2,0.05,0,0,17.7,2022-01-12,13:30:00,,
